tl_dntl_prctns_inclds_dnts_orl_hlt_thrps_hygnst_prsth_2018_pltn, midwives_may_also_registered_nurse_enrolled_2018_population_erp, tl_dntl_prctns_inclds_dnts_orl_hlt_thrps_hygnst_prsth_2018_rte, total_registered_nurses_2018_population_erp, ttl_nrss_rgstrd_enrlld_mdwvs_prsn_cntd_2018_ppltn_erp, unknwnnt_applcble_mdcl_prcttnrs_2018_rte_pr_100000_pple, lga_name, registered_nurses_who_are_also_midwives_2018_population_erp, unknownnot_applicable_medical_practitioners_2018_number, total_medical_practitioners_2018_population_erp, total_medical_practitioners_2018_number, spclst_prcttnrs_rprtd_excldng_gps_2018_rte_pr_100000_pple, enrolled_nurses_2018_number, ttl_nrss_rgstrd_enrlld_mdwvs_prsn_cntd_2018_nmbr, mdwvs_my_also_rgstrd_nrse_enrlld_2018_rte_pr_100000_pple, ttl_nrss_rgstrd_enrlld_mdwvs_prsn_cntd_2018_rte_pr_100000_pple, total_registered_nurses_2018_rate_per_100000_people, registered_nurses_who_are_also_midwives_2018_number, tl_dntl_prctns_inclds_dnts_orl_hlt_thrps_hygnst_prsth_2018_nmbr, dentists_2018_rate_per_100000_people, enrolled_nurses_2018_rate_per_100000_people, general_medical_practitioners_2018_number, total_registered_nurses_2018_number, general_medical_practitioners_2018_rate_per_100000_people, registered_nurses_only_2018_number, registered_nurses_only_2018_population_erp, total_medical_practitioners_2018_rate_per_100000_people, dentists_2018_population_erp, dentists_2018_number, registered_nurses_only_2018_rate_per_100000_people, spclst_prcttnrs_rprtd_excldng_gps_2018_ppltn_erp, lga_code, specialist_practitioners_as_reported_excluding_gps_2018_number, general_medical_practitioners_2018_population_erp, midwives_may_also_registered_nurse_enrolled_nurse_2018_number, registered_nurses_also_midwives_2018_rate_per_100000_people, unknownnot_applicable_medical_practitioners_2018_population_erp, enrolled_nurses_2018_population_erp
117498.0,117498.0,68.0862652981327,117498.0,117498.0,120.002042587959,"Maroondah (C)",117498.0,141.0,117498.0,352.0,97.0229280498391,304.0,1587.0,31.4898977003864,1350.66128785171,1091.9334797188,37.0,80.0,56.1711688709595,258.727808132904,97.0,1283.0,82.5545966739859,1246.0,117498.0,299.579567311784,117498.0,66.0,1060.44358201842,117498.0,24410,114.0,117498.0,37.0,31.4898977003864,117498.0,117498.0
169961.0,169961.0,339.489647625043,169961.0,169961.0,999.64109413336,"Melbourne (C)",169961.0,1699.0,169961.0,4215.0,1309.12385782621,735.0,10596.0,599.549308370744,6234.37141461865,5683.65683892187,814.0,577.0,274.768917575208,432.452150787534,291.0,9660.0,171.215749495472,8846.0,169961.0,2479.98070145504,169961.0,467.0,5204.72343655309,169961.0,24600,2225.0,169961.0,1019.0,478.933402368779,169961.0,169961.0
156713.0,156713.0,36.3722218322666,156713.0,156713.0,39.5627676070269,"Melton (C)",156713.0,62.0,156713.0,169.0,4.46676408466432,105.0,529.0,24.2481478881778,337.559742969632,270.558281699668,38.0,57.0,29.9911302827462,67.0014612699648,100.0,424.0,63.8109154952046,386.0,156713.0,107.840447186896,156713.0,47.0,246.31013381149,156713.0,24650,7.0,156713.0,38.0,24.2481478881778,156713.0,156713.0
55515.0,55515.0,55.840763757543,55515.0,55515.0,153.111771593263,"Mildura (RC)",55515.0,85.0,55515.0,168.0,86.4631180761956,162.0,830.0,135.098621994056,1495.09141673422,1194.27181842745,70.0,31.0,43.2315590380978,291.81302350716,35.0,663.0,63.046023597226,593.0,55515.0,302.620913266685,55515.0,24.0,1068.179771233,55515.0,24780,48.0,55515.0,75.0,126.092047194452,55515.0,55515.0
44299.0,44299.0,49.6625205986591,44299.0,44299.0,81.2659427978058,"Mitchell (S)",44299.0,36.0,44299.0,72.0,9.0295491997562,138.0,386.0,97.0676538973792,871.351497776474,553.059888485067,40.0,22.0,36.1181967990248,311.519447391589,32.0,245.0,72.2363935980496,205.0,44299.0,162.531885595612,44299.0,16.0,462.764396487505,44299.0,24850,4.0,44299.0,43.0,90.295491997562,44299.0,44299.0
29799.0,29799.0,40.2698077116682,29799.0,29799.0,63.760528876808,"Moira (S)",29799.0,19.0,29799.0,41.0,null,168.0,397.0,107.386153897782,1332.25947179436,768.482163831001,32.0,12.0,30.2023557837511,563.777307963354,22.0,229.0,73.827980804725,197.0,29799.0,137.588509681533,29799.0,9.0,661.096009933219,null,24900,null,29799.0,32.0,107.386153897782,29799.0,29799.0
200077.0,200077.0,95.9630542241237,200077.0,200077.0,310.38050350615,"Monash (C)",200077.0,621.0,200077.0,1469.0,330.372806469509,559.0,4404.0,221.414755319202,2201.15255626584,1877.27724825942,355.0,192.0,78.9695967052685,279.392433912944,187.0,3756.0,93.4640163537038,3401.0,200077.0,734.217326329363,200077.0,158.0,1699.84555945961,200077.0,24970,661.0,200077.0,443.0,177.431688799812,200077.0,200077.0
127883.0,127883.0,98.5275603481307,127883.0,127883.0,46.9178858800622,"Moonee Valley (C)",127883.0,60.0,127883.0,254.0,60.9932516440809,189.0,576.0,25.8048372340342,450.411704448598,301.838399161734,30.0,126.0,74.2866526434319,147.791340522196,116.0,386.0,90.7079127014537,356.0,127883.0,198.619050225597,127883.0,95.0,278.379456221703,127883.0,25060,78.0,127883.0,33.0,23.4589429400311,127883.0,127883.0
34158.0,34158.0,20.4930031032262,34158.0,34158.0,52.6962936940102,"Moorabool (S)",34158.0,18.0,34158.0,53.0,23.4205749751156,66.0,273.0,193.219743544704,799.227121025821,550.383511915218,47.0,7.0,17.5654312313367,193.219743544704,27.0,188.0,79.0444405410153,141.0,34158.0,155.161309210141,34158.0,6.0,412.787633936413,34158.0,25150,8.0,34158.0,66.0,137.595877978804,34158.0,34158.0
181725.0,181725.0,62.1818682074563,181725.0,181725.0,47.324253680011,"Moreland (C)",181725.0,86.0,181725.0,322.0,43.4722795432659,270.0,1153.0,29.7152290548906,634.475168523868,483.697895171275,50.0,113.0,42.3717155041959,148.576145274453,157.0,879.0,86.3942770669968,829.0,181725.0,177.190810290274,181725.0,77.0,456.183794194525,181725.0,25250,79.0,181725.0,54.0,27.5141009767506,181725.0,181725.0
165822.0,165822.0,80.2064864734474,165822.0,165822.0,56.0842349024858,"Mornington Peninsula (S)",165822.0,93.0,165822.0,345.0,56.0842349024858,487.0,1563.0,38.5956025135386,942.576980135326,645.270229523224,59.0,133.0,54.2750660346637,293.688412876458,159.0,1070.0,95.8859499945725,1011.0,165822.0,208.054419799544,165822.0,90.0,609.689908456055,165822.0,25340,93.0,165822.0,64.0,35.5803210671684,165822.0,165822.0
19514.0,19514.0,30.7471558880804,19514.0,19514.0,76.8678897202009,"Mount Alexander (S)",19514.0,15.0,19514.0,42.0,null,124.0,342.0,143.486727477708,1752.58788562058,1117.14666393359,28.0,6.0,30.7471558880804,635.441221686994,24.0,218.0,122.988623552321,190.0,19514.0,215.230091216562,19514.0,6.0,973.659936455878,null,25430,null,19514.0,28.0,143.486727477708,19514.0,19514.0
null,null,null,16887.0,16887.0,23.6868597145733,"Moyne (S)",null,4.0,16887.0,11.0,null,42.0,105.0,null,621.78006750755,390.83318529046,null,null,null,248.71202700302,7.0,66.0,41.4520045005033,63.0,16887.0,65.1388642150767,null,null,373.06804050453,null,25490,null,16887.0,null,null,16887.0,16887.0
null,14478.0,null,14478.0,14478.0,48.3492195054566,"Murrindindi (S)",14478.0,7.0,14478.0,13.0,null,56.0,131.0,41.4421881475342,904.82110788783,518.027351844177,6.0,null,null,386.793756043652,6.0,75.0,41.4421881475342,69.0,14478.0,89.7914076529907,null,null,476.585163696643,null,25620,null,14478.0,6.0,41.4421881475342,14478.0,14478.0
64941.0,64941.0,67.7538073020126,64941.0,64941.0,52.3552147333734,"Nillumbik (S)",64941.0,34.0,64941.0,109.0,9.23915554118354,63.0,227.0,41.5761999353259,349.54805130811,249.457199611955,24.0,44.0,49.2754962196455,97.0111331824271,69.0,162.0,106.250288723611,138.0,64941.0,167.844658998168,64941.0,32.0,212.500577447221,64941.0,25710,6.0,64941.0,27.0,36.9566221647341,64941.0,64941.0
null,11431.0,null,11431.0,11431.0,69.9851281602659,"Northern Grampians (S)",11431.0,8.0,11431.0,22.0,null,60.0,207.0,78.7332691802992,1810.86519114688,1285.97672994489,9.0,null,null,524.888461201995,12.0,147.0,104.977692240399,138.0,11431.0,192.459102440731,null,null,1207.24346076459,null,25810,null,11431.0,9.0,78.7332691802992,11431.0,11431.0
113200.0,113200.0,68.0212014134276,113200.0,113200.0,50.3533568904594,"Port Phillip (C)",113200.0,57.0,113200.0,213.0,30.9187279151943,73.0,385.0,23.8515901060071,340.106007067138,273.851590106007,27.0,77.0,52.1201413427562,64.4876325088339,121.0,310.0,106.890459363958,283.0,113200.0,188.162544169611,113200.0,59.0,250.0,113200.0,25900,35.0,113200.0,27.0,23.8515901060071,113200.0,113200.0
null,null,null,7353.0,7353.0,81.5993472052224,"Pyrenees (S)",null,6.0,7353.0,8.0,null,50.0,114.0,null,1550.38759689922,883.992928056576,null,null,null,679.99456004352,null,65.0,null,62.0,7353.0,108.799129606963,null,null,843.193254453964,null,25990,null,null,null,null,7353.0,7353.0
2982.0,null,134.138162307176,2982.0,2982.0,167.67270288397,"Queenscliffe (B)",null,5.0,2982.0,12.0,null,8.0,42.0,null,1408.45070422535,1106.63983903421,null,4.0,null,268.276324614353,7.0,33.0,234.741784037559,33.0,2982.0,402.414486921529,null,null,1106.63983903421,null,26080,null,2982.0,null,null,2982.0,2982.0
29576.0,29576.0,50.7167974033,29576.0,29576.0,84.5279956721666,"South Gippsland (S)",29576.0,25.0,29576.0,52.0,null,95.0,340.0,165.674871517447,1149.58074114147,831.755477414119,49.0,15.0,37.1923180957533,321.206383554233,26.0,246.0,87.9091154990533,197.0,29576.0,175.818230998107,29576.0,11.0,666.080605896673,null,26170,null,29576.0,49.0,165.674871517447,29576.0,29576.0
16135.0,16135.0,49.5816547877285,16135.0,16135.0,130.151843817787,"Southern Grampians (S)",16135.0,21.0,16135.0,46.0,68.1747753331267,111.0,372.0,117.756430120855,2305.54694762938,1617.60148744964,19.0,8.0,43.3839479392625,687.945460179734,14.0,261.0,86.7678958785249,242.0,16135.0,285.094515029439,16135.0,7.0,1499.84505732879,16135.0,26260,11.0,16135.0,19.0,117.756430120855,16135.0,16135.0
116207.0,116207.0,161.780271412221,116207.0,116207.0,203.946405982428,"Stonnington (C)",116207.0,237.0,116207.0,971.0,485.340814236664,288.0,3137.0,111.869336614834,2699.4931458518,2432.72780469335,109.0,188.0,110.148269897683,247.833607269786,170.0,2827.0,146.29067095786,2718.0,116207.0,835.577891176952,116207.0,128.0,2338.9296686086,116207.0,26350,564.0,116207.0,130.0,93.7981360847453,116207.0,116207.0
null,null,null,10645.0,10645.0,93.9408172851104,"Strathbogie (S)",null,10.0,10645.0,16.0,null,58.0,105.0,null,986.378581493659,432.127759511508,null,null,null,544.85674025364,6.0,46.0,56.3644903710662,43.0,10645.0,150.305307656177,null,null,403.945514325975,null,26430,null,10645.0,null,null,10645.0,10645.0
32251.0,32251.0,43.4095066819634,32251.0,32251.0,68.2149390716567,"Surf Coast (S)",32251.0,22.0,32251.0,47.0,null,50.0,198.0,49.6108647793867,613.93445164491,455.799820160615,13.0,14.0,37.20814858454,155.033952435583,25.0,147.0,77.5169762177917,134.0,32251.0,145.731915289448,32251.0,12.0,415.490992527363,null,26490,null,32251.0,16.0,40.3088276332517,32251.0,32251.0
20759.0,20759.0,67.4406281612794,20759.0,20759.0,139.698444048365,"Swan Hill (RC)",20759.0,29.0,20759.0,44.0,19.2687509032227,95.0,315.0,168.601570403199,1517.41413362879,1054.96411195144,35.0,14.0,38.5375018064454,457.632833951539,11.0,219.0,52.9890649838624,184.0,20759.0,211.95625993545,20759.0,8.0,886.362541548244,20759.0,26610,4.0,20759.0,35.0,168.601570403199,20759.0,20759.0
null,6054.0,null,6054.0,6054.0,null,"Towong (S)",6054.0,null,6054.0,10.0,null,44.0,102.0,115.626032375289,1684.83647175421,974.562272877436,7.0,null,null,726.792203501817,7.0,59.0,115.626032375289,52.0,6054.0,165.180046250413,null,null,858.936240502147,null,26670,null,6054.0,7.0,115.626032375289,null,6054.0
29087.0,29087.0,96.2629353319352,29087.0,29087.0,185.649946711589,"Wangaratta (RC)",29087.0,54.0,29087.0,135.0,165.022174854746,220.0,843.0,237.219376353698,2898.20194588648,2124.66050125486,64.0,28.0,61.8833155705298,756.35163475092,33.0,618.0,113.452745212638,554.0,29087.0,464.124866778973,29087.0,18.0,1904.63093478186,29087.0,26700,48.0,29087.0,69.0,220.029566472995,29087.0,29087.0
34862.0,34862.0,77.4482244277437,34862.0,34862.0,243.818484309563,"Warrnambool (C)",34862.0,85.0,34862.0,189.0,200.791692960817,196.0,941.0,240.95003155298,2699.2140439447,2136.99730365441,84.0,27.0,63.1059606448282,562.216740290287,34.0,745.0,97.5273937238254,661.0,34862.0,542.137570994206,34862.0,22.0,1896.04727210143,34862.0,26730,70.0,34862.0,84.0,240.95003155298,34862.0,34862.0
44019.0,44019.0,56.7936572843545,44019.0,44019.0,120.402553442832,"Wellington (S)",44019.0,53.0,44019.0,111.0,40.8914332447352,174.0,630.0,138.576523773825,1431.20016356573,1035.91630886663,61.0,25.0,40.8914332447352,395.283854699107,40.0,456.0,90.8698516549672,395.0,44019.0,252.163838342534,44019.0,18.0,897.339785092801,44019.0,26810,18.0,44019.0,61.0,138.576523773825,44019.0,44019.0
null,3862.0,null,3862.0,3862.0,null,"West Wimmera (S)",3862.0,null,null,null,null,27.0,83.0,103.573278094252,2149.14552045572,1501.81253236665,4.0,null,null,699.119627136199,null,58.0,null,54.0,3862.0,null,null,null,1398.2392542724,null,26890,null,null,4.0,103.573278094252,null,3862.0
176196.0,176196.0,94.7808122772367,176196.0,176196.0,233.830506935458,"Whitehorse (C)",176196.0,412.0,176196.0,1039.0,245.181502417762,512.0,3638.0,150.400690140525,2064.74607823106,1741.81025675952,210.0,167.0,79.4569683761266,290.585484346977,195.0,3069.0,110.672205952462,2859.0,176196.0,589.684215305682,176196.0,140.0,1622.62480419533,176196.0,26980,432.0,176196.0,265.0,119.18545256419,176196.0,176196.0
223322.0,223322.0,41.1961204001397,223322.0,223322.0,142.843069648311,"Whittlesea (C)",223322.0,319.0,223322.0,666.0,94.4824065698856,288.0,2225.0,109.259275843849,996.319216199031,851.237226963756,207.0,92.0,34.4793616392474,128.961768209133,136.0,1901.0,60.8986127654239,1694.0,223322.0,298.22408898362,223322.0,77.0,758.545956063442,223322.0,27070,211.0,223322.0,244.0,92.6912709003143,223322.0,223322.0
41429.0,41429.0,74.8268121364262,41429.0,41429.0,147.239856139419,"Wodonga (C)",41429.0,61.0,41429.0,117.0,43.4478264017958,176.0,727.0,294.479712278838,1754.80943300587,1327.57247338821,122.0,31.0,50.6891308020951,424.823191484226,38.0,550.0,91.7231890704579,428.0,41429.0,282.410871611673,41429.0,21.0,1033.09276110937,41429.0,27170,18.0,41429.0,122.0,294.479712278838,41429.0,41429.0
255322.0,255322.0,46.9994751725272,255322.0,255322.0,79.5074455001919,"Wyndham (C)",255322.0,203.0,255322.0,484.0,35.2496063793954,280.0,1632.0,98.3072355692028,639.19286234637,507.20266957019,196.0,120.0,39.1662293104394,109.66544206923,191.0,1295.0,74.8074979829392,1099.0,255322.0,189.564549862527,255322.0,100.0,430.436860121729,255322.0,27260,90.0,255322.0,251.0,76.7658094484612,255322.0,255322.0
98521.0,98521.0,92.3660945382203,98521.0,98521.0,515.626110169405,"Yarra (C)",98521.0,508.0,98521.0,1465.0,832.309862871875,388.0,4389.0,187.777225160118,4454.88779042032,4015.38758234285,140.0,91.0,73.0808660082622,393.824666822302,137.0,3956.0,139.056647821277,3816.0,98521.0,1486.99262086256,98521.0,72.0,3873.2858984379,98521.0,27350,820.0,98521.0,185.0,142.101683904954,98521.0,98521.0
158173.0,158173.0,49.9453130433133,158173.0,158173.0,37.3009299943732,"Yarra Ranges (S)",158173.0,59.0,158173.0,217.0,12.0121638964931,254.0,635.0,33.5076150796912,401.459161803848,240.243277929862,53.0,79.0,40.4620257566083,160.583664721539,139.0,380.0,87.8784621901336,327.0,158173.0,137.191556081,158173.0,64.0,206.73566285017,158173.0,27450,19.0,158173.0,53.0,33.5076150796912,158173.0,158173.0
null,6658.0,null,6658.0,6658.0,null,"Yarriambiack (S)",6658.0,null,6658.0,4.0,null,76.0,152.0,75.0976269149895,2282.96785821568,1141.48392910784,5.0,null,null,1141.48392910784,4.0,76.0,60.0781015319916,71.0,6658.0,60.0781015319916,null,null,1066.38630219285,null,27630,null,6658.0,5.0,75.0976269149895,null,6658.0
null,null,null,null,null,null,"Unincorporated Vic",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29399,null,null,null,null,null,null
